order,record_id,class_code,pair_id,source_id,split,materialized_relpath,rubbing_relpath,glyph_relpath,content_sha256
201,fa747ab9bdd54f998e51,047009,047009:h10976正,h10976,test,test/047009/fa747ab9bdd54f998e51.bmp,拓片数据/047009/047009_h10976正_1.bmp,字模数据/047009/047009h10976 正.bmp,742b0c8e53439081565eb2f6679068b2b2d68ebec1283ee11013c66156f16685
202,425d0d951a2f4ff30fe8,146000,146000:b00060正甲,b00060,test,test/146000/425d0d951a2f4ff30fe8.bmp,拓片数据/146000/146000_b00060正甲_2.bmp,字模数据/146000/146000b00060 正甲.bmp,52b34bc3ff6aff6f7eadd8e52557fd6cd1a2bc059cc6d79d20f657ff9565f1eb
203,41ef57be27534db5a13a,006020,006020:h27181,h27181,test,test/006020/41ef57be27534db5a13a.bmp,拓片数据/006020/006020_h27181_1.bmp,字模数据/006020/006020h27181.bmp,9120347fdfb58200ee6e67c3fcda286c7ae0dfee5e230da0f1f22b888c0d3764
204,12d317eb0d91c76332c6,058000,058000:h27116,h27116,test,test/058000/12d317eb0d91c76332c6.bmp,拓片数据/058000/058000_h27116_1.bmp,字模数据/058000/058000h27116.bmp,b2726cf294139b8e1355b412b8bcfe4fb659285931ca421f465c276bf6791e86
205,315de95f0b74343394ca,004002,004002:h18948反,h18948,test,test/004002/315de95f0b74343394ca.bmp,拓片数据/004002/004002_h18948反_1.bmp,字模数据/004002/004002h18948 反.bmp,286867e415dc9941e6ccbe2c4f186470d4ed60c4c3193f0cf004c6440b401264
206,ec1b3a31d065872b327a,030102,030102:h32914,h32914,test,test/030102/ec1b3a31d065872b327a.bmp,拓片数据/030102/030102_h32914_1.bmp,字模数据/030102/030102h32914.bmp,c9b3a91a61d63c1a4ec60e2f1aa92a21aea08e231fdf970e39c9421e80970464
207,e89a4196dcbb914f5749,064005,064005:h32360,h32360,test,test/064005/e89a4196dcbb914f5749.bmp,拓片数据/064005/064005_h32360_1.bmp,字模数据/064005/064005h32360.bmp,f9aa7e31f8cf4638ce85563896205c1a0e78ce3e456ba85bc5e1a446164bbf67
208,51b96db8529f2f1071ed,077001,077001:h12774,h12774,test,test/077001/51b96db8529f2f1071ed.bmp,拓片数据/077001/077001_h12774_1.bmp,字模数据/077001/077001h12774.bmp,5467ae055abdfe3ba7adf99b69bb67511c61ac9e0654a511b02a7aaad4e3d99c
209,2508847d9814115d1cbe,035000,035000:h02134,h02134,test,test/035000/2508847d9814115d1cbe.bmp,拓片数据/035000/035000_h02134_1.bmp,字模数据/035000/035000h02134.bmp,a1962bddb1498560623fe3a87cf24ef9f97b196119ce0459894441e421480dff
210,9f67e23199281086b436,150075,150075:b08959,b08959,test,test/150075/9f67e23199281086b436.bmp,拓片数据/150075/150075_b08959_1.bmp,字模数据/150075/150075b08959.bmp,3ff0b18de622ba94105676a64968dad702098df85dbef3ac21bbd8628c9ca41d
211,ecf3cf8c4eaaa8666b24,093000,093000:b04715,b04715,test,test/093000/ecf3cf8c4eaaa8666b24.bmp,拓片数据/093000/093000_b04715_1.bmp,字模数据/093000/093000b04715.bmp,bef82f282836f559d4a50b46d17d0857a8b3df80c5321a41b62b2283648dd6e5
212,c2d708c3e80678fa02ab,064002,064002:b02795,b02795,test,test/064002/c2d708c3e80678fa02ab.bmp,拓片数据/064002/064002_b02795_1.bmp,字模数据/064002/064002b02795.bmp,de61510187ebee4f86c7173b2790628863f557b8a0a9b682ce27d4a9b1ab3743
213,44f22f0a8c37b9a8911c,023000,023000:d01259,d01259,test,test/023000/44f22f0a8c37b9a8911c.bmp,拓片数据/023000/023000_d01259_1.bmp,字模数据/023000/023000d01259.bmp,bfd6372197b16262307b0ef3f1250561632206b303bd186d60ac7efa3be56c22
214,96fbe479ba554c87cf11,006102,006102:h12465反,h12465,test,test/006102/96fbe479ba554c87cf11.bmp,拓片数据/006102/006102_h12465反_1.bmp,字模数据/006102/006102h12465 反.bmp,d740044fcfe2ccacd4561c6fe6f80436178de5191d34a1b56a3ff7160bdbbb26
215,78906af353e893eb9f78,115008,115008:h13716正,h13716,test,test/115008/78906af353e893eb9f78.bmp,拓片数据/115008/115008_h13716正_2.bmp,字模数据/115008/115008h13716 正.bmp,fc5544b08b0bc8ed170628d6333b609d45aa7bf7d8f446633ef829b3dee78d12
216,0c4561361005a589652e,093000,093000:b04689,b04689,test,test/093000/0c4561361005a589652e.bmp,拓片数据/093000/093000_b04689_1.bmp,字模数据/093000/093000b04689.bmp,b3349d1505c5e479011dae6bc67e5a1d206b783822b6b379939a794453c728e6
217,49eb52c8ccc577834319,039011,039011:h21638,h21638,test,test/039011/49eb52c8ccc577834319.bmp,拓片数据/039011/039011_h21638_1.bmp,字模数据/039011/039011h21638.bmp,a813651fd74f83085053e520c0b388f08e9e914640e6581c679b534abda81ea8
218,ea304f2a9243b0ca6839,014002,014002:y02542,y02542,test,test/014002/ea304f2a9243b0ca6839.bmp,拓片数据/014002/014002_y02542_1.bmp,字模数据/014002/014002y02542.bmp,8423e6c6393174942652faf048eca74d5af56a9610c5cb70aae04380a16e6014
219,84797d163a2820fc2675,093001,093001:b10491,b10491,test,test/093001/84797d163a2820fc2675.bmp,拓片数据/093001/093001_b10491_1.bmp,字模数据/093001/093001b10491.bmp,81767df94431835844a6f5c6fcd64cc4c96cb8134d469091fcd0762d46f86692
220,e424b899fe2c82b7211e,093000,093000:b12101,b12101,test,test/093000/e424b899fe2c82b7211e.bmp,拓片数据/093000/093000_b12101_1.bmp,字模数据/093000/093000b12101.bmp,79a91e4f84329671b15c482f05fa82d18ac819fcbc73840d05ba8ed836954ef6
221,558ed65bcf4ea1a3fecc,062001,062001:h05884反,h05884,test,test/062001/558ed65bcf4ea1a3fecc.bmp,拓片数据/062001/062001_h05884反_1.bmp,字模数据/062001/062001h05884 反.bmp,9a36e9fe9a10875242451173e224ca687af36792d36595aa84cc7218a2fc3490
222,7ee76d43731eff8c196c,048000,048000:h32524,h32524,test,test/048000/7ee76d43731eff8c196c.bmp,拓片数据/048000/048000_h32524_1.bmp,字模数据/048000/048000h32524.bmp,f581c443523bcb7172ad71c60c34653c843d23661498da7a2faed538ad468a9c
223,10d2361337accef352ca,003133,003133:h25386,h25386,test,test/003133/10d2361337accef352ca.bmp,拓片数据/003133/003133_h25386_1.bmp,字模数据/003133/003133h25386.bmp,9c40bc4eae06467aa8a3f0fe3c0afe4c7bbadcc36ed5f09e87c158cc93fe782d
224,da1980c48257dd2ebaaf,003011,003011:h27361,h27361,test,test/003011/da1980c48257dd2ebaaf.bmp,拓片数据/003011/003011_h27361_1.bmp,字模数据/003011/003011h27361.bmp,4d594ef8e5a44e33b7d4c4028cf353da451b4d6f99bdb4ac64aa85e550895e80
225,58ec850d6dd4e7a5e56f,036000,036000:h01614,h01614,test,test/036000/58ec850d6dd4e7a5e56f.bmp,拓片数据/036000/036000_h01614_1.bmp,字模数据/036000/036000h01614.bmp,5cb3d58ac987835afcbcb7f57ba39e16291b5a89d554c5da936966daca7c280f
226,3d063dca356d415e6f7a,004002,004002:h00916正,h00916,test,test/004002/3d063dca356d415e6f7a.bmp,拓片数据/004002/004002_h00916正_1.bmp,字模数据/004002/004002h00916 正.bmp,58eb308a02acf758432f690aae624f3f78ae72592bdb93c64cfbc6b8c243e3f1
227,9710f4ed74804ba3a506,093037,093037:h34560,h34560,test,test/093037/9710f4ed74804ba3a506.bmp,拓片数据/093037/093037_h34560_1.bmp,字模数据/093037/093037h34560.bmp,fa2e0849857fb9ddd123cc5567d346350c75003b6747241a9848b3878fa2e5ef
228,01cfa191bcf2b21a3b70,073000,073000:b12383,b12383,test,test/073000/01cfa191bcf2b21a3b70.bmp,拓片数据/073000/073000_b12383_1.bmp,字模数据/073000/073000b12383.bmp,f3388c45b928fda6392bf59a2f96c1ddd7c686ce372f12ccc920b6b4d832d815
229,565bb8a447c27722492d,015000,015000:h11497反,h11497,test,test/015000/565bb8a447c27722492d.bmp,拓片数据/015000/015000_h11497反_1.bmp,字模数据/015000/015000h11497 反.bmp,1255290cf00afa951933efa1c77572c425028d6b289d272d4d8166e360d9bdfc
230,470dc8c1dd4f82f9c240,010009,010009:b08055,b08055,test,test/010009/470dc8c1dd4f82f9c240.bmp,拓片数据/010009/010009_b08055_1.bmp,字模数据/010009/010009b08055.bmp,20c7280561f2ffc521bc42926d8532ead131d5a3209fee0cd3751864a8c1ff3e
231,8f2be15fb47043b3623a,079018,079018:h20861,h20861,test,test/079018/8f2be15fb47043b3623a.bmp,拓片数据/079018/079018_h20861_1.bmp,字模数据/079018/079018h20861.bmp,c309b6fa1dc86767cba31629b168aea7a4ab94b0c657c6b3792265c1da7b4b52
232,317d1a6ac9541e36d46e,001000,001000:h01021,h01021,test,test/001000/317d1a6ac9541e36d46e.bmp,拓片数据/001000/001000_h01021_1.bmp,字模数据/001000/001000h01021.bmp,fe7ab5c2f1d44685dfba412bc4145323576317a57bd886dd2075c85b950b55c6
233,23febafe960d0bccb6cb,004002,004002:h27588,h27588,test,test/004002/23febafe960d0bccb6cb.bmp,拓片数据/004002/004002_h27588_1.bmp,字模数据/004002/004002h27588.bmp,8bcd8d6d0fd8748964e4cd25a75c8a0c4818f9999e54ab988cc9bf181fe3a898
234,ae9389a54d4bdfa4ea58,026063,026063:h09560,h09560,test,test/026063/ae9389a54d4bdfa4ea58.bmp,拓片数据/026063/026063_h09560_1.bmp,字模数据/026063/026063h09560.bmp,d682e4d15a0934caac6421baea7f99d55c83b3e5a7c0bc1d638fc0486da2076e
235,f33e91b2ff163311c747,078074,078074:h09321正,h09321,test,test/078074/f33e91b2ff163311c747.bmp,拓片数据/078074/078074_h09321正_1.bmp,字模数据/078074/078074h09321 正.bmp,98b2a3fc8ff75e8ed2b500ecfc675e4eac5abfae750a157af69e16831693541b
236,2093d91f261254e9c097,006020,006020:h05614,h05614,test,test/006020/2093d91f261254e9c097.bmp,拓片数据/006020/006020_h05614_1.bmp,字模数据/006020/006020h05614.bmp,722bd3ac88c5830f90cd2f4cc579f5ddf48ed2c778eb3d1b8d0976370c19620e
237,9467bbcecd0276dab2ac,015000,015000:h27790,h27790,test,test/015000/9467bbcecd0276dab2ac.bmp,拓片数据/015000/015000_h27790_1.bmp,字模数据/015000/015000h27790.bmp,9fddfe053eb0301002c92380d89bf7841a714e55471a0ff12482105339c5f6e8
238,4ef29d5dc8364167f304,015000,015000:h24146,h24146,test,test/015000/4ef29d5dc8364167f304.bmp,拓片数据/015000/015000_h24146_1.bmp,字模数据/015000/015000h24146.bmp,d1ef4e898c443c69236082eac6bf49c17adb79cf07fed306dea4d403df1858a0
239,d0fac09a527c81b1f9ba,045000,045000:h20752,h20752,test,test/045000/d0fac09a527c81b1f9ba.bmp,拓片数据/045000/045000_h20752_1.bmp,字模数据/045000/045000h20752.bmp,944ae4bede615fd3339b3f173ac60ae5da352bde9262d9aa24ef9231a24dd647
240,5cf4f07c2b4d79d4e536,014002,014002:y02542,y02542,test,test/014002/5cf4f07c2b4d79d4e536.bmp,拓片数据/014002/014002_y02542_2.bmp,字模数据/014002/014002y02542.bmp,9086f59df127721ec60966551f578bff033414e99b274c45b24d55eb200828e2
241,9362135b7d523e475ab6,150059,150059:h12637,h12637,test,test/150059/9362135b7d523e475ab6.bmp,拓片数据/150059/150059_h12637_1.bmp,字模数据/150059/150059h12637.bmp,3837ed5ff903fd3861de881017e6ed2428dafa863d910527578f5092d9534014
242,4f1bcc2a2d2e2106a3cc,078042,078042:h28011,h28011,test,test/078042/4f1bcc2a2d2e2106a3cc.bmp,拓片数据/078042/078042_h28011_1.bmp,字模数据/078042/078042h28011.bmp,d158ca84e858a91f3aa875e45b6cd01fb9671a6303165d83926c4622144af0ff
243,4bcd8edc31b7af5de24e,006098,006098:h27888,h27888,test,test/006098/4bcd8edc31b7af5de24e.bmp,拓片数据/006098/006098_h27888_1.bmp,字模数据/006098/006098h27888.bmp,d7d304a72752f2ad9e2194cdd3dc585d2a5de31d210ebf3eb9e63d6b33fe26ae
244,968aef30b690f4fe1d6f,001027,001027:h32392,h32392,test,test/001027/968aef30b690f4fe1d6f.bmp,拓片数据/001027/001027_h32392_1.bmp,字模数据/001027/001027h32392.bmp,31539011fe917161c65b7a6f5e1f98c1297873ff5fbc8f9ff593488301b7d77e
245,574d1d836def8a501f6d,035000,035000:h16963,h16963,test,test/035000/574d1d836def8a501f6d.bmp,拓片数据/035000/035000_h16963_1.bmp,字模数据/035000/035000h16963.bmp,922578a33e4843fee44976ab6228fa06c2ba0ce298a5ed744671c284f9a29cde
246,eba8c4c6cd199d966a90,134014,134014:b06905,b06905,test,test/134014/eba8c4c6cd199d966a90.bmp,拓片数据/134014/134014_b06905_1.bmp,字模数据/134014/134014b06905.bmp,17fa5f4325db402c60bc0fd4e1730149a524703a14d9bee33e46a6a2b0675dfe
247,1f2dbf6286d195ea0734,093037,093037:h22445,h22445,test,test/093037/1f2dbf6286d195ea0734.bmp,拓片数据/093037/093037_h22445_1.bmp,字模数据/093037/093037h22445.bmp,868321ec318f9101f290278369c3553ff39aabd815cbc1a95ad282e66c370907
248,7a365a3d3547ef19fbc6,035000,035000:b05048正,b05048,test,test/035000/7a365a3d3547ef19fbc6.bmp,拓片数据/035000/035000_b05048正_1.bmp,字模数据/035000/035000b05048 正.bmp,d184f909f77a790227a3bf82d6fdd11bc0b172e6cf4d1cf58e0b794a7e540521
249,5b4dfac4bd6c79e8f9ee,064005,064005:b11899,b11899,test,test/064005/5b4dfac4bd6c79e8f9ee.bmp,拓片数据/064005/064005_b11899_1.bmp,字模数据/064005/064005b11899.bmp,0338eb8444c5c1e2d8786b02c385f57125d86c4212e95115f1514821e4816dec
250,23f058bb633b8d490492,077001,077001:h12763,h12763,test,test/077001/23f058bb633b8d490492.bmp,拓片数据/077001/077001_h12763_1.bmp,字模数据/077001/077001h12763.bmp,68bb52325279dc108d2d6a79d0df3334795cf0d0465922d154e764c20ee97d78
251,9a4f6f20b94c33fb8c4c,011012,011012:b00231,b00231,test,test/011012/9a4f6f20b94c33fb8c4c.bmp,拓片数据/011012/011012_b00231_1.bmp,字模数据/011012/011012b00231.bmp,738eb5c4bac85577f04a8132b7b48ad7cfd78dbd3ac943daa8fa2d5df51ac614
252,5d317bd1853daceef72f,004002,004002:h02525反,h02525,test,test/004002/5d317bd1853daceef72f.bmp,拓片数据/004002/004002_h02525反_1.bmp,字模数据/004002/004002h02525 反.bmp,a57825b5d59be3a2525eb4386cd4c8791ff5e2bfb2c36fe43df6647564a39fe8
253,690a9f95e8bfd8fae56c,035000,035000:h01735甲,h01735,test,test/035000/690a9f95e8bfd8fae56c.bmp,拓片数据/035000/035000_h01735甲_1.bmp,字模数据/035000/035000h01735 甲.bmp,36229f2a9e00e458f946c56cf1b7659361091dc18431c9401284482687f7bf7f
254,d61375d644a1a993ec38,048000,048000:h21013,h21013,test,test/048000/d61375d644a1a993ec38.bmp,拓片数据/048000/048000_h21013_1.bmp,字模数据/048000/048000h21013.bmp,1ddcaffe59c6c609246a4734537f4c81055248db84c9c6d0c1773d14433e624e
255,0cc9aeb6d5b3e2d523d8,001109,001109:h31323,h31323,test,test/001109/0cc9aeb6d5b3e2d523d8.bmp,拓片数据/001109/001109_h31323_2.bmp,字模数据/001109/001109h31323.bmp,dd911e22635d791423a32dbc16c497c3849e588d4f44361b4cf1a9827664adc0
256,5ead92cc403905eb7d73,010009,010009:b07074,b07074,test,test/010009/5ead92cc403905eb7d73.bmp,拓片数据/010009/010009_b07074_1.bmp,字模数据/010009/010009b07074.bmp,b4dc1de42ba8ca1c765afe9e76b0bc155f83d7965f69f209bd0ebc29461dbb14
257,c85a1e1ae5baf3351afc,150026,150026:h21597,h21597,test,test/150026/c85a1e1ae5baf3351afc.bmp,拓片数据/150026/150026_h21597_1.bmp,字模数据/150026/150026h21597.bmp,d1a134bbd461eb7d3046858c35176abc1753ab2012a3c0d007f8dccd28d13fe5
258,96a098a09c8786c717d9,047000,047000:h10358,h10358,test,test/047000/96a098a09c8786c717d9.bmp,拓片数据/047000/047000_h10358_1.bmp,字模数据/047000/047000h10358.bmp,fea0bfc72f098b341769ed6d018de78cd740c6f9850a269c475e74f455e93b7c
259,301955ad9010572e3339,058000,058000:h23155,h23155,test,test/058000/301955ad9010572e3339.bmp,拓片数据/058000/058000_h23155_2.bmp,字模数据/058000/058000h23155.bmp,b5cf19c3f845a1585e5f2c2c6b549aa32f3d9d0a8dab9abd92d77ff63c8b44b0
260,6005c06ca1f1bc3be100,078038,078038:h22567,h22567,test,test/078038/6005c06ca1f1bc3be100.bmp,拓片数据/078038/078038_h22567_1.bmp,字模数据/078038/078038h22567.bmp,e2b59f2b9d2f47f8c6432eaf1e9d1ca7fcd7a90713f00339c186d30ddf3959bc
261,786114e09a4b4e6223e4,049011,049011:h00667反,h00667,test,test/049011/786114e09a4b4e6223e4.bmp,拓片数据/049011/049011_h00667反_1.bmp,字模数据/049011/049011h00667 反.bmp,0673a612130c1dff592a9f516e62aea6c1493a026c0ffa4f8902fdb1f6e21487
262,e01f7daab5b4c0110140,031000,031000:h32938,h32938,test,test/031000/e01f7daab5b4c0110140.bmp,拓片数据/031000/031000_h32938_1.bmp,字模数据/031000/031000h32938.bmp,514ae5a15a297b2dd2d1d7a3fa1c961bcc218713e883053551aebc66be86f37d
263,ef714d06a4d776f3674a,011014,011014:h23564,h23564,test,test/011014/ef714d06a4d776f3674a.bmp,拓片数据/011014/011014_h23564_1.bmp,字模数据/011014/011014h23564.bmp,f51b89b80d229a2314bd2190cff1aff6eb602f6d12a62aea7c765ef96d124115
264,741eb0c63523fcb3b02e,151049,151049:h27129,h27129,test,test/151049/741eb0c63523fcb3b02e.bmp,拓片数据/151049/151049_h27129_1.bmp,字模数据/151049/151049h27129.bmp,ec7ff58e837815f790382757791ed0d932edee48215e5d5d324bbfcd4eb8f33c
265,130b5d0ee5482e8ebb87,001109,001109:h28433,h28433,test,test/001109/130b5d0ee5482e8ebb87.bmp,拓片数据/001109/001109_h28433_2.bmp,字模数据/001109/001109h28433.bmp,4bc7a689960b508b63e5731eb034f0515777ccbed1f4aac6012935ab52ae9b3e
266,92e9311d775bb67bcad2,001030,001030:h32920,h32920,test,test/001030/92e9311d775bb67bcad2.bmp,拓片数据/001030/001030_h32920_1.bmp,字模数据/001030/001030h32920.bmp,6779603c6a59fd064dde9be88c2a7a664acf683868794bbf8caa9a84a25f4cb2
267,52942e0721c8d0f2c9b5,018039,018039:b08155,b08155,test,test/018039/52942e0721c8d0f2c9b5.bmp,拓片数据/018039/018039_b08155_1.bmp,字模数据/018039/018039b08155.bmp,81225a8199078d93f2bc9b1ae8fab73ff60b1788b8497a5ae8a05365339ee2d1
268,069b98311f82870884a0,078074,078074:b00086,b00086,test,test/078074/069b98311f82870884a0.bmp,拓片数据/078074/078074_b00086_1.bmp,字模数据/078074/078074b00086.bmp,57e19b345747b48b60db275070a313c7db9bece22206b22a6fb5291fba68551b
269,4474a74853c3dbce9f4d,058000,058000:h01569,h01569,test,test/058000/4474a74853c3dbce9f4d.bmp,拓片数据/058000/058000_h01569_1.bmp,字模数据/058000/058000h01569.bmp,db7f9c2403332a219a6461c31cb211794c681585ae3e9a8cbf63e8d8a928721b
270,c5c9f4b56babd3445691,093000,093000:h20088,h20088,test,test/093000/c5c9f4b56babd3445691.bmp,拓片数据/093000/093000_h20088_1.bmp,字模数据/093000/093000h20088.bmp,1ccaf009dd5c89c89b9be4b26c288b74f131ffc59fc9e595d11076503a388c83
271,3a5e89b3d1dffe1bbfd7,093037,093037:h15690,h15690,test,test/093037/3a5e89b3d1dffe1bbfd7.bmp,拓片数据/093037/093037_h15690_1.bmp,字模数据/093037/093037h15690.bmp,1bf56bf14ea1493fabffce3e9fe9868d590dfc5a10bc4d5f18a60b03e4226abc
272,2c5908bff4259372f73b,058000,058000:w01208,w01208,test,test/058000/2c5908bff4259372f73b.bmp,拓片数据/058000/058000_w01208_1.bmp,字模数据/058000/058000w01208.bmp,f07f99fde68b93f1d31fbae295c2f59c726c87afabfa1275bf64984877f98309
273,b9e5c66a21a2260f00b3,011012,011012:h27419,h27419,test,test/011012/b9e5c66a21a2260f00b3.bmp,拓片数据/011012/011012_h27419_1.bmp,字模数据/011012/011012h27419.bmp,8e38779fffbc534a87148988621f7696f759fa3edad6ac68510c0b305adcc0fa
274,58f34b9b1081998e40e4,004002,004002:h00454正,h00454,test,test/004002/58f34b9b1081998e40e4.bmp,拓片数据/004002/004002_h00454正_3.bmp,字模数据/004002/004002h00454 正.bmp,2265546458800e7143519335ae68dd8fe621135db67e4239c83a668d6575b264
275,38548393911cbf4e0ab2,093037,093037:h35356,h35356,test,test/093037/38548393911cbf4e0ab2.bmp,拓片数据/093037/093037_h35356_1.bmp,字模数据/093037/093037h35356.bmp,871e1bb786cff820650b65b963df1de65b7f91eab8c1e4daffc604982f2e7a96
276,5d9bf26e095d6160e001,003043,003043:h30733,h30733,test,test/003043/5d9bf26e095d6160e001.bmp,拓片数据/003043/003043_h30733_1.bmp,字模数据/003043/003043h30733.bmp,3a061387fc454f0eb2588c2fa88715d23481be946f312c28d39e97fba074cb4f
277,7a58f8c796e47fd3de5d,077033,077033:h36397,h36397,test,test/077033/7a58f8c796e47fd3de5d.bmp,拓片数据/077033/077033_h36397_1.bmp,字模数据/077033/077033h36397.bmp,9a9659f1b3d437a5d1869fae8c32d9e6cef1620a7bf954887e3c1cead8ae2cf9
278,276e3e9635c129492afb,006098,006098:h05571反,h05571,test,test/006098/276e3e9635c129492afb.bmp,拓片数据/006098/006098_h05571反_1.bmp,字模数据/006098/006098h05571 反.bmp,02b1c4cd61ca2ac8a63e7a957f6244d3deb977f49da5ec5dec8f4e5decdfc8e4
279,63fa84d2e18c3f72fc10,080002,080002:h15616,h15616,test,test/080002/63fa84d2e18c3f72fc10.bmp,拓片数据/080002/080002_h15616_1.bmp,字模数据/080002/080002h15616.bmp,a0fb4f5a77a64e0030635f1d6a708f421632519dab69c75b51635ca889dabeae
280,a0b5b88e2cb5395a4e43,005027,005027:b02385,b02385,test,test/005027/a0b5b88e2cb5395a4e43.bmp,拓片数据/005027/005027_b02385_1.bmp,字模数据/005027/005027b02385.bmp,809c6f9cfb5d9badce70ab16905eed4bbdba0e1d888e168422c45431f6bfcef7
281,ccc0f860ed4da9f1f429,150100,150100:h22063,h22063,test,test/150100/ccc0f860ed4da9f1f429.bmp,拓片数据/150100/150100_h22063_1.bmp,字模数据/150100/150100h22063.bmp,f8e2472421f57b8e0c64f37904cb0ae22eeb8edefcfce52df79726826a31f8c2
282,e4d761474af28fd78863,080002,080002:t03764,t03764,test,test/080002/e4d761474af28fd78863.bmp,拓片数据/080002/080002_t03764_1.bmp,字模数据/080002/080002t03764.bmp,b0dd8c5e662a80b7dde2522ab32826034cdc18e57c99cdeb54d48e9f8a3ad360
283,cf9168365a333eb427ee,004002,004002:h19971,h19971,test,test/004002/cf9168365a333eb427ee.bmp,拓片数据/004002/004002_h19971_1.bmp,字模数据/004002/004002h19971.bmp,aa6d56b3e5ffe44046f159ab6fd2e86e5818451c9de33c1a256c897d0d8d8420
284,3474421888c31cfe68d1,048000,048000:h21637,h21637,test,test/048000/3474421888c31cfe68d1.bmp,拓片数据/048000/048000_h21637_1.bmp,字模数据/048000/048000h21637.bmp,b3a28239bb0c9d904d2102072c34eaa058febd3b9569b7d2c39e9ba671fa83c3
285,bb28674b25aeea271191,134014,134014:h32501,h32501,test,test/134014/bb28674b25aeea271191.bmp,拓片数据/134014/134014_h32501_1.bmp,字模数据/134014/134014h32501.bmp,d1900d48fc526d8939a9d08fd118a35b23ef58389985057da67c214bd4f68342
286,6dca381faa924adca6ad,150059,150059:h35007,h35007,test,test/150059/6dca381faa924adca6ad.bmp,拓片数据/150059/150059_h35007_1.bmp,字模数据/150059/150059h35007.bmp,1480a839fde0e394aa00144692c5a8ffeb7b6c094b80605a0b0ea2a6b394524f
287,24c90dce5e98e4118046,088013,088013:h26907正,h26907,test,test/088013/24c90dce5e98e4118046.bmp,拓片数据/088013/088013_h26907正_2.bmp,字模数据/088013/088013h26907 正.bmp,e08ae031e035dd837ee5183dfdd07fa831aa53d0a394146bf9de63daf694eb6e
288,fc67a498938798455ac9,093037,093037:h27315,h27315,test,test/093037/fc67a498938798455ac9.bmp,拓片数据/093037/093037_h27315_1.bmp,字模数据/093037/093037h27315.bmp,acdb1333f0357217c459c72722430d7f1d556174d43865f8ff4e866c036569a7
289,a04204165daa9aa904e2,018039,018039:h30925,h30925,test,test/018039/a04204165daa9aa904e2.bmp,拓片数据/018039/018039_h30925_1.bmp,字模数据/018039/018039h30925.bmp,5ce04c4ad790c2973296caa051492039759b41770061835775d2e8b10b14b30a
290,df779f916987d548f5b9,058000,058000:b02523反,b02523,test,test/058000/df779f916987d548f5b9.bmp,拓片数据/058000/058000_b02523反_1.bmp,字模数据/058000/058000b02523 反.bmp,14518a0221f6c336976dae0fab72c1b20f51c2889ab83281d71977e0271aa4a2
291,8571423253f5ca5c87de,011000,011000:h30460,h30460,test,test/011000/8571423253f5ca5c87de.bmp,拓片数据/011000/011000_h30460_1.bmp,字模数据/011000/011000h30460.bmp,80959c870917d9349cb745c60175882e1e6bdaa75c31e4460e1e1040f5effd59
292,47ddabd862e23114997c,150100,150100:h35416,h35416,test,test/150100/47ddabd862e23114997c.bmp,拓片数据/150100/150100_h35416_1.bmp,字模数据/150100/150100h35416.bmp,6c33b1e6a62db0cf70663d753fe6a07f40143bb470f4a2dc1bfec96a5f955747
293,795e71e360c99a9ce9d4,030102,030102:b00037,b00037,test,test/030102/795e71e360c99a9ce9d4.bmp,拓片数据/030102/030102_b00037_1.bmp,字模数据/030102/030102b00037.bmp,bfb9bdfc0df67ef1643ed543e5cf6d18bbb73b9c8449ce722a1fa8283107bb0e
294,9efe66945d5c51f6e830,080002,080002:h31697,h31697,test,test/080002/9efe66945d5c51f6e830.bmp,拓片数据/080002/080002_h31697_1.bmp,字模数据/080002/080002h31697.bmp,1b7c1d38e0d2a2d87a17d4837ac982e7dc2279f9b04fca12c5eeef60ee5e7468
295,d9eda4cf7380aecc3800,100026,100026:h32607,h32607,test,test/100026/d9eda4cf7380aecc3800.bmp,拓片数据/100026/100026_h32607_1.bmp,字模数据/100026/100026h32607.bmp,69363db1c8708d776cfde6520fe1f16622bca4aefc987c05c29d21cc9ae05518
296,9ca7864f147801c8ecdd,011000,011000:b01849,b01849,test,test/011000/9ca7864f147801c8ecdd.bmp,拓片数据/011000/011000_b01849_1.bmp,字模数据/011000/011000b01849.bmp,340c6eb5250696ae374cb795e4ef2ab97c6a1fa330a5f12bbca1515c995adda6
297,633c3d0b9f7e9f806e68,010009,010009:h20163,h20163,test,test/010009/633c3d0b9f7e9f806e68.bmp,拓片数据/010009/010009_h20163_1.bmp,字模数据/010009/010009h20163.bmp,6634245f9f07f45bc4f2684d2a066a83f2e7dea036430d1089497714ebd65808
298,e2944b787954218cc6ee,041000,041000:h10952,h10952,test,test/041000/e2944b787954218cc6ee.bmp,拓片数据/041000/041000_h10952_1.bmp,字模数据/041000/041000h10952.bmp,64903f75b003baedc30f8705809baf0ec7d03c144679dfcffd3ea2cce3987a66
299,d2f7eaffbc074b62685a,039000,039000:h20576正,h20576,test,test/039000/d2f7eaffbc074b62685a.bmp,拓片数据/039000/039000_h20576正_2.bmp,字模数据/039000/039000h20576 正.bmp,a37c44995fa443b5bea9ca541417a17d17ece3c9bd238783c5a2763983fa2074
300,44608819c882fac4e366,068009,068009:h28823,h28823,test,test/068009/44608819c882fac4e366.bmp,拓片数据/068009/068009_h28823_1.bmp,字模数据/068009/068009h28823.bmp,6f1eaf41c8d5d596052c257dd445c506764700e9fd42213a996af4e919b9abbe
